,GLOSATIPOESTABLECIMIENTO,semana,IdCausa,Causa,Total,Menores_1,De_1_a_4,De_5_a_14,De_15_a_64,De_65_y_mas
53,Hospital,4,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",108,23,32,15,22,16
54,Hospital,4,32,Hospitalizaciones - Covid-19 Identificado (U7.1),13,2,0,4,2,5
55,Hospital,4,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),50,6,2,5,11,26
56,Hospital,5,1,Atenciones de urgencia - Total,28046,1680,2846,4108,14399,5013
57,Hospital,5,2,Atenciones de urgencia - Total Respiratorios,2240,393,531,418,551,347
58,Hospital,5,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),204,59,43,28,42,32
59,Hospital,5,4,Atenciones de urgencia - Influenza (J09-J11),22,3,1,0,9,9
60,Hospital,5,5,Atenciones de urgencia - Neumonía (J12-J18),167,8,19,15,50,75
61,Hospital,5,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",506,54,59,64,172,157
62,Hospital,5,7,Hospitalizaciones - Sistema Respiratorio,255,24,24,15,77,115
63,Hospital,5,10,Atenciones de urgencia - IRA Alta (J00-J06),1160,252,363,287,226,32
64,Hospital,5,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),181,17,46,24,52,42
65,Hospital,5,25,Hospitalizaciones - Total,3242,124,125,198,1652,1143
66,Hospital,5,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",126,54,11,8,39,14
67,Hospital,5,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",111,23,22,20,29,17
68,Hospital,5,32,Hospitalizaciones - Covid-19 Identificado (U7.1),9,1,0,1,1,6
69,Hospital,5,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),48,9,2,2,15,20
70,Hospital,6,1,Atenciones de urgencia - Total,27715,1766,2756,3922,14366,4905
71,Hospital,6,2,Atenciones de urgencia - Total Respiratorios,2509,434,512,489,755,319
72,Hospital,6,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),165,46,37,23,28,31
73,Hospital,6,4,Atenciones de urgencia - Influenza (J09-J11),39,2,1,6,14,16
74,Hospital,6,5,Atenciones de urgencia - Neumonía (J12-J18),136,9,17,13,40,57
75,Hospital,6,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",513,59,64,74,169,147
76,Hospital,6,7,Hospitalizaciones - Sistema Respiratorio,252,26,16,17,76,117
77,Hospital,6,10,Atenciones de urgencia - IRA Alta (J00-J06),1494,300,365,348,459,22
78,Hospital,6,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),162,18,28,25,45,46
79,Hospital,6,25,Hospitalizaciones - Total,3319,107,115,204,1649,1244
80,Hospital,6,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",169,39,20,20,75,15
81,Hospital,6,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",96,23,20,16,24,13
82,Hospital,6,32,Hospitalizaciones - Covid-19 Identificado (U7.1),9,3,0,0,4,2
83,Hospital,6,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),50,2,2,1,15,30
84,Hospital,7,1,Atenciones de urgencia - Total,27209,1676,2561,3784,14073,5115
85,Hospital,7,2,Atenciones de urgencia - Total Respiratorios,2245,471,450,445,551,328
86,Hospital,7,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),161,52,30,12,35,32
87,Hospital,7,4,Atenciones de urgencia - Influenza (J09-J11),29,1,2,4,13,9
88,Hospital,7,5,Atenciones de urgencia - Neumonía (J12-J18),146,6,11,16,42,71
89,Hospital,7,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",418,53,23,57,145,140
90,Hospital,7,7,Hospitalizaciones - Sistema Respiratorio,223,30,17,15,55,106
91,Hospital,7,10,Atenciones de urgencia - IRA Alta (J00-J06),1346,342,351,340,276,37
92,Hospital,7,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),145,17,33,16,40,39
93,Hospital,7,25,Hospitalizaciones - Total,3218,110,103,199,1564,1242
94,Hospital,7,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",170,51,27,10,65,17
95,Hospital,7,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",102,29,15,15,26,17
96,Hospital,7,32,Hospitalizaciones - Covid-19 Identificado (U7.1),11,3,0,0,3,5
97,Hospital,7,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),43,3,1,3,9,27
98,Hospital,8,1,Atenciones de urgencia - Total,27191,1485,2463,3625,14565,5053
99,Hospital,8,2,Atenciones de urgencia - Total Respiratorios,2135,395,443,374,567,356
100,Hospital,8,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),152,43,33,17,27,32
101,Hospital,8,4,Atenciones de urgencia - Influenza (J09-J11),31,0,2,3,12,14
102,Hospital,8,5,Atenciones de urgencia - Neumonía (J12-J18),172,6,19,11,52,84
103,Hospital,8,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",441,41,37,57,159,147
104,Hospital,8,7,Hospitalizaciones - Sistema Respiratorio,242,22,18,13,73,116
105,Hospital,8,10,Atenciones de urgencia - IRA Alta (J00-J06),1207,298,323,266,284,36
106,Hospital,8,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),132,7,29,20,33,43
107,Hospital,8,25,Hospitalizaciones - Total,3309,125,118,211,1689,1166
108,Hospital,8,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",150,39,20,19,56,16
109,Hospital,8,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",45,14,9,5,12,5
110,Hospital,8,32,Hospitalizaciones - Covid-19 Identificado (U7.1),10,0,0,0,4,6
111,Hospital,8,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),50,3,3,4,12,28
112,Hospital,9,1,Atenciones de urgencia - Total,27371,1609,2473,3756,14377,5156
113,Hospital,9,2,Atenciones de urgencia - Total Respiratorios,2041,365,404,379,560,333
114,Hospital,9,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),139,43,33,15,26,22
115,Hospital,9,4,Atenciones de urgencia - Influenza (J09-J11),44,1,2,7,23,11
116,Hospital,9,5,Atenciones de urgencia - Neumonía (J12-J18),150,4,12,7,45,82
117,Hospital,9,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",457,54,37,55,160,151
118,Hospital,9,7,Hospitalizaciones - Sistema Respiratorio,224,18,18,11,69,108
119,Hospital,9,10,Atenciones de urgencia - IRA Alta (J00-J06),1135,253,305,268,273,36
120,Hospital,9,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),116,10,15,27,33,31
121,Hospital,9,25,Hospitalizaciones - Total,3395,114,131,197,1687,1266
122,Hospital,9,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",154,46,13,10,62,23
123,Hospital,9,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",64,15,5,3,36,5
124,Hospital,9,32,Hospitalizaciones - Covid-19 Identificado (U7.1),10,4,0,0,1,5
125,Hospital,9,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),46,4,2,3,11,26
126,Hospital,10,1,Atenciones de urgencia - Total,28838,1536,2772,4854,14579,5097
127,Hospital,10,2,Atenciones de urgencia - Total Respiratorios,2323,382,548,488,539,366
128,Hospital,10,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),194,39,53,25,37,40
129,Hospital,10,4,Atenciones de urgencia - Influenza (J09-J11),42,0,1,12,16,13
130,Hospital,10,5,Atenciones de urgencia - Neumonía (J12-J18),151,6,8,9,41,87
131,Hospital,10,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",503,41,69,68,183,142
132,Hospital,10,7,Hospitalizaciones - Sistema Respiratorio,253,20,25,17,79,112
133,Hospital,10,10,Atenciones de urgencia - IRA Alta (J00-J06),1249,283,386,332,217,31
134,Hospital,10,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),184,13,31,42,45,53
135,Hospital,10,25,Hospitalizaciones - Total,3369,100,132,227,1650,1260
136,Hospital,10,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",144,34,21,26,52,11
137,Hospital,10,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",77,20,18,18,16,5
138,Hospital,10,32,Hospitalizaciones - Covid-19 Identificado (U7.1),16,2,0,1,4,9
139,Hospital,10,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),49,1,2,5,12,29
140,Hospital,11,1,Atenciones de urgencia - Total,32351,1776,3516,7224,14728,5107
141,Hospital,11,2,Atenciones de urgencia - Total Respiratorios,3719,590,1087,1100,642,300
142,Hospital,11,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),339,59,125,87,35,33
143,Hospital,11,4,Atenciones de urgencia - Influenza (J09-J11),50,3,4,15,20,8
144,Hospital,11,5,Atenciones de urgencia - Neumonía (J12-J18),143,9,20,13,34,67
145,Hospital,11,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",592,58,112,100,203,119
146,Hospital,11,7,Hospitalizaciones - Sistema Respiratorio,331,25,70,70,71,95
147,Hospital,11,10,Atenciones de urgencia - IRA Alta (J00-J06),2259,444,715,771,302,27
148,Hospital,11,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),336,17,111,114,48,46
149,Hospital,11,25,Hospitalizaciones - Total,3400,100,171,315,1608,1206
150,Hospital,11,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",192,34,27,47,73,11
151,Hospital,11,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",120,24,30,30,25,11
152,Hospital,11,32,Hospitalizaciones - Covid-19 Identificado (U7.1),6,0,1,0,3,2
153,Hospital,11,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),49,2,5,8,10,24
154,Hospital,12,1,Atenciones de urgencia - Total,34810,2037,3857,8146,15789,4981
155,Hospital,12,2,Atenciones de urgencia - Total Respiratorios,4948,887,1316,1427,968,350
156,Hospital,12,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),504,91,194,119,75,25
157,Hospital,12,4,Atenciones de urgencia - Influenza (J09-J11),69,1,2,26,24,16
158,Hospital,12,5,Atenciones de urgencia - Neumonía (J12-J18),221,9,42,34,49,87
159,Hospital,12,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",878,91,148,196,302,141
160,Hospital,12,7,Hospitalizaciones - Sistema Respiratorio,450,32,93,110,94,121
161,Hospital,12,10,Atenciones de urgencia - IRA Alta (J00-J06),2800,658,792,864,454,32
162,Hospital,12,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),476,37,138,188,64,49
163,Hospital,12,25,Hospitalizaciones - Total,3551,101,185,347,1666,1252
164,Hospital,12,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",81,8,8,12,44,9
165,Hospital,12,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",114,23,20,36,25,10
166,Hospital,12,32,Hospitalizaciones - Covid-19 Identificado (U7.1),6,1,2,1,0,2
167,Hospital,12,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),59,2,6,17,14,20
168,Hospital,13,1,Atenciones de urgencia - Total,32917,1766,3822,7082,15197,5050
169,Hospital,13,2,Atenciones de urgencia - Total Respiratorios,4134,656,1190,1045,806,437
170,Hospital,13,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),445,99,177,91,51,27
171,Hospital,13,4,Atenciones de urgencia - Influenza (J09-J11),50,0,2,14,16,18
172,Hospital,13,5,Atenciones de urgencia - Neumonía (J12-J18),278,17,57,33,65,106
173,Hospital,13,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",745,84,156,121,217,167
174,Hospital,13,7,Hospitalizaciones - Sistema Respiratorio,431,40,90,64,85,152
175,Hospital,13,10,Atenciones de urgencia - IRA Alta (J00-J06),2214,434,695,678,370,37
176,Hospital,13,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),402,22,103,108,87,82
177,Hospital,13,25,Hospitalizaciones - Total,3291,99,192,263,1577,1160
178,Hospital,13,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",45,5,1,2,26,11
179,Hospital,13,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",126,14,42,24,22,24
180,Hospital,13,32,Hospitalizaciones - Covid-19 Identificado (U7.1),6,2,1,0,1,2
181,Hospital,13,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),50,4,7,5,10,24
182,Hospital,14,1,Atenciones de urgencia - Total,33404,1689,3866,7851,15108,4890
183,Hospital,14,2,Atenciones de urgencia - Total Respiratorios,4000,603,1155,967,879,396
184,Hospital,14,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),474,105,199,83,54,33
185,Hospital,14,4,Atenciones de urgencia - Influenza (J09-J11),79,4,7,22,28,18
186,Hospital,14,5,Atenciones de urgencia - Neumonía (J12-J18),279,16,52,39,79,93
187,Hospital,14,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",716,71,140,128,235,142
188,Hospital,14,7,Hospitalizaciones - Sistema Respiratorio,391,41,90,45,74,141
189,Hospital,14,10,Atenciones de urgencia - IRA Alta (J00-J06),2093,379,659,598,420,37
190,Hospital,14,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),359,28,98,97,63,73
191,Hospital,14,25,Hospitalizaciones - Total,3404,112,180,283,1602,1227
192,Hospital,14,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",39,3,3,7,19,7
193,Hospital,14,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",106,11,38,15,25,17
194,Hospital,14,32,Hospitalizaciones - Covid-19 Identificado (U7.1),1,0,0,0,0,1
195,Hospital,14,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),14,2,0,1,1,10
196,Hospital,15,1,Atenciones de urgencia - Total,33765,1685,4090,8081,15172,4737
197,Hospital,15,2,Atenciones de urgencia - Total Respiratorios,4545,646,1352,1223,934,390
198,Hospital,15,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),517,90,206,96,79,46
199,Hospital,15,4,Atenciones de urgencia - Influenza (J09-J11),97,6,14,46,19,12
200,Hospital,15,5,Atenciones de urgencia - Neumonía (J12-J18),279,13,47,39,90,90
201,Hospital,15,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",837,87,156,190,237,167
202,Hospital,15,7,Hospitalizaciones - Sistema Respiratorio,471,42,99,76,95,159
203,Hospital,15,10,Atenciones de urgencia - IRA Alta (J00-J06),2442,414,818,743,444,23
204,Hospital,15,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),373,36,111,109,65,52
205,Hospital,15,25,Hospitalizaciones - Total,3380,99,196,274,1601,1210
206,Hospital,15,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",22,4,2,1,11,4
207,Hospital,15,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",110,17,28,23,26,16
208,Hospital,15,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
209,Hospital,15,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
210,Hospital,16,1,Atenciones de urgencia - Total,34057,1678,4275,8346,14975,4783
211,Hospital,16,2,Atenciones de urgencia - Total Respiratorios,5094,626,1371,1533,1140,424
212,Hospital,16,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),564,84,223,122,91,44
213,Hospital,16,4,Atenciones de urgencia - Influenza (J09-J11),164,5,22,74,43,20
214,Hospital,16,5,Atenciones de urgencia - Neumonía (J12-J18),333,17,66,34,102,114
215,Hospital,16,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",812,76,136,167,282,151
216,Hospital,16,7,Hospitalizaciones - Sistema Respiratorio,447,38,79,61,106,163
217,Hospital,16,10,Atenciones de urgencia - IRA Alta (J00-J06),2800,408,817,1015,529,31
218,Hospital,16,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),421,36,107,121,93,64
219,Hospital,16,25,Hospitalizaciones - Total,3517,118,178,295,1650,1276
220,Hospital,16,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",5,1,1,0,1,2
221,Hospital,16,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",110,14,27,30,28,11
222,Hospital,16,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
223,Hospital,16,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
224,Hospital,17,1,Atenciones de urgencia - Total,33651,1765,4238,8566,14351,4731
225,Hospital,17,2,Atenciones de urgencia - Total Respiratorios,5769,671,1475,1959,1233,431
226,Hospital,17,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),680,108,233,189,117,33
227,Hospital,17,4,Atenciones de urgencia - Influenza (J09-J11),224,8,34,117,48,17
228,Hospital,17,5,Atenciones de urgencia - Neumonía (J12-J18),344,16,57,45,121,105
229,Hospital,17,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",1010,94,182,271,283,180
230,Hospital,17,7,Hospitalizaciones - Sistema Respiratorio,451,43,87,60,99,162
231,Hospital,17,10,Atenciones de urgencia - IRA Alta (J00-J06),3070,411,852,1194,573,40
232,Hospital,17,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),441,34,117,143,91,56
233,Hospital,17,25,Hospitalizaciones - Total,3451,126,185,283,1595,1262
234,Hospital,17,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",2,1,0,0,0,1
235,Hospital,17,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",139,15,45,42,23,14
236,Hospital,17,32,Hospitalizaciones - Covid-19 Identificado (U7.1),1,0,0,0,1,0
237,Hospital,17,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),32,2,4,5,4,17
238,Hospital,18,1,Atenciones de urgencia - Total,32438,1728,4317,7600,14049,4744
239,Hospital,18,2,Atenciones de urgencia - Total Respiratorios,6516,706,1678,2083,1492,557
240,Hospital,18,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),740,114,219,207,141,59
241,Hospital,18,4,Atenciones de urgencia - Influenza (J09-J11),348,15,60,156,98,19
242,Hospital,18,5,Atenciones de urgencia - Neumonía (J12-J18),445,14,74,57,149,151
243,Hospital,18,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",1048,82,168,247,341,210
244,Hospital,18,7,Hospitalizaciones - Sistema Respiratorio,477,35,73,55,125,189
245,Hospital,18,10,Atenciones de urgencia - IRA Alta (J00-J06),3508,444,1051,1301,666,46
246,Hospital,18,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),427,37,106,115,97,72
247,Hospital,18,25,Hospitalizaciones - Total,3293,122,183,263,1464,1261
248,Hospital,18,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",3,0,0,0,2,1
249,Hospital,18,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",133,19,24,26,31,33
250,Hospital,18,32,Hospitalizaciones - Covid-19 Identificado (U7.1),13,0,0,2,6,5
251,Hospital,18,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),40,10,7,2,10,11
252,Hospital,19,1,Atenciones de urgencia - Total,32313,1713,4001,7938,13803,4858
253,Hospital,19,2,Atenciones de urgencia - Total Respiratorios,7465,789,1583,2485,1952,656
254,Hospital,19,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),822,134,229,190,203,66
255,Hospital,19,4,Atenciones de urgencia - Influenza (J09-J11),603,18,69,298,167,51
256,Hospital,19,5,Atenciones de urgencia - Neumonía (J12-J18),472,15,57,74,160,166
257,Hospital,19,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",1131,98,143,286,392,212
258,Hospital,19,7,Hospitalizaciones - Sistema Respiratorio,535,46,72,47,148,222
259,Hospital,19,10,Atenciones de urgencia - IRA Alta (J00-J06),3999,501,991,1522,922,63
260,Hospital,19,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),438,23,94,115,108,98
261,Hospital,19,25,Hospitalizaciones - Total,3511,127,169,252,1626,1337
262,Hospital,19,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",1,0,0,0,1,0
263,Hospital,19,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",197,12,26,35,54,70
264,Hospital,19,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
265,Hospital,19,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),57,1,3,5,18,30
266,Hospital,20,1,Atenciones de urgencia - Total,34579,1807,4426,9038,14271,5037
267,Hospital,20,2,Atenciones de urgencia - Total Respiratorios,9237,883,1991,3054,2471,838
268,Hospital,20,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),1051,158,294,283,234,82
269,Hospital,20,4,Atenciones de urgencia - Influenza (J09-J11),1046,46,161,516,266,57
270,Hospital,20,5,Atenciones de urgencia - Neumonía (J12-J18),657,25,83,94,220,235
271,Hospital,20,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",1360,95,212,336,436,281
272,Hospital,20,7,Hospitalizaciones - Sistema Respiratorio,720,77,100,73,168,302
273,Hospital,20,10,Atenciones de urgencia - IRA Alta (J00-J06),4592,529,1119,1682,1196,66
274,Hospital,20,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),531,30,122,143,119,117
275,Hospital,20,25,Hospitalizaciones - Total,3653,142,194,268,1632,1417
276,Hospital,20,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",3,0,0,0,0,3
277,Hospital,20,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",167,10,19,28,46,64
278,Hospital,20,32,Hospitalizaciones - Covid-19 Identificado (U7.1),2,0,0,0,2,0
279,Hospital,20,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),18,2,1,1,7,7
